racecourse,surface,distance,going,sampleYears,sampleCount,medianFinal3FSeconds,source
阪神,turf,2200,重,1,1,36.85,JRA公式 full-field final3F; 2022-11-13 エリザベス女王杯; provisional exact baseline candidate
