raceDate,racecourse,raceName,surface,distance,going,finisherCount,raceMedianFinal3FSeconds,minFinal3FSeconds,maxFinal3FSeconds,source
2022-11-13,阪神,エリザベス女王杯,turf,2200,重,18,36.85,35.4,40.7,JRA公式
